id,language,code,error_message,error_category,error_type,concept,difficulty,expected_output,actual_output,explanation,suggested_fix,keywords
102,Python,for i in range(5) print(i),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Strings and quotation marks,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,Python block statements require a colon at the end.,Add a colon after the for statement.,"Syntax Error, Strings and quotation marks"
103,Python,if x > 5 print(x),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Python syntax rules,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,Python cannot find the requested module.,Install or import an available module.,"Syntax Error, Python syntax rules"
104,Python,"numbers = [1, 2, 3",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Strings and quotation marks,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The requested index is outside the list range.,Use an index within the valid range of the list.,"Syntax Error, Strings and quotation marks"
105,Python,for i in range(5) print(i),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The requested index is outside the list range.,Use an index within the valid range of the list.,"Syntax Error, Colons and block syntax"
106,Python,name = 'Safa,Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Strings and quotation marks,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,Python cannot find the requested module.,Install or import an available module.,"Syntax Error, Strings and quotation marks"
107,Python,name = 'Safa,Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Python syntax rules,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,Python block statements require a colon at the end.,Add a colon after the for statement.,"Syntax Error, Python syntax rules"
108,Python,name = 'Safa,Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Parentheses and brackets,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Syntax Error, Parentheses and brackets"
109,Python,for i in range(5) print(i),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Python syntax rules,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,Python block statements require a colon at the end.,Add a colon after the for statement.,"Syntax Error, Python syntax rules"
110,Python,if x > 5 print(x),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Syntax Error, Colons and block syntax"
111,Python,name = 'Safa,Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Parentheses and brackets,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The statement inside the block is not indented.,Indent the statement inside the if block.,"Syntax Error, Parentheses and brackets"
112,Python,"def add(a, b)
    return a+b",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Python syntax rules,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,Python cannot find the requested module.,Install or import an available module.,"Syntax Error, Python syntax rules"
113,Python,"numbers = [1, 2, 3",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Syntax Error, Colons and block syntax"
114,Python,"numbers = [1, 2, 3",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Strings and quotation marks,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The statement inside the block is not indented.,Indent the statement inside the if block.,"Syntax Error, Strings and quotation marks"
115,Python,name = 'Safa,Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Syntax Error, Colons and block syntax"
116,Python,"def add(a, b)
    return a+b",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Python syntax rules,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,Python block statements require a colon at the end.,Add a colon after the for statement.,"Syntax Error, Python syntax rules"
117,Python,"numbers = [1, 2, 3",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Parentheses and brackets,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,The statement inside the block is not indented.,Indent the statement inside the if block.,"Syntax Error, Parentheses and brackets"
118,Python,for i in range(5) print(i),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Syntax Error, Colons and block syntax"
119,Python,for i in range(5) print(i),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Parentheses and brackets,Intermediate,Valid program output,Program cannot run because Python syntax is invalid.,Python cannot find the requested module.,Install or import an available module.,"Syntax Error, Parentheses and brackets"
120,Python,"def add(a, b)
    return a+b",Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,Python cannot find the requested module.,Install or import an available module.,"Syntax Error, Colons and block syntax"
121,Python,for i in range(5) print(i),Program cannot run because Python syntax is invalid.,Syntax Error,Invalid Python syntax,Colons and block syntax,Beginner,Valid program output,Program cannot run because Python syntax is invalid.,Python block statements require a colon at the end.,Add a colon after the for statement.,"Syntax Error, Colons and block syntax"
